Stimulus;Q_ID;Question;Q_Importance;Participant_ID;Group;Subgroup;Participant_Robot_Experience;Participant_Avg_Attitudes_S;Participant_Average_Attitudes_P
vid12;Q3;How many waffles are you going to make?;3.0;p22;future-actions;what-next;1;4.2;4.6
vid12;Q3;How long did you spend cooking the meal?;4.0;p23;time;how-long;1;6.2;5.4
vid12;Q3;what other foods are you able to make;4.0;p26;what-abilities;ability-list;2;5.6;4.8
vid12;Q3;Can you make a waffle without sugar?;2.0;p31;what-abilities;ability-modification;4;7.0;5.4
vid12;Q3;Do you know where the milk is? ;4.0;p33;environment-state;object-properties;4;6.6;5.6
vid12;Q3;Does the robot know how to make two waffles at once with two waffle machines?;2.0;p37;what-abilities;ability-modification;2;6.2;4.6
vid12;Q3;Can you make different types of waffles, such as Belgian or chocolate chip?;4.0;p38;what-abilities;ability-modification;4;6.2;4.8
vid12;Q3;is the batter fresh;5.0;p41;environment-state;object-properties;1;6.4;3.4
vid12;Q3;Do you feel comfortable cooking waffles, are you hands or pincers designed to do the task you have been asked to do?;4.0;p44;mental-state, technical-details;emotions, hardware;1;5.2;4.4
vid12;Q3;What would happen if it came in contact with the kitchen items while are turned on?;4.0;p48;potential-issues;what-if;1;6.8;5.0
vid12;Q3;How good do you think the waffles were?;3.0;p49;environment-state;object-properties;4;5.6;6.2
vid12;Q3;How do you adapt your cleaning plan if someone is currently using the space you were going to clean?;4.0;p54;potential-issues;what-if;4;4.6;4.4
vid12;Q3;Is it possible to make other more complicated dishes for me to eat?;4.0;p56;what-abilities;extra-ability;1;6.2;3.4
vid12;Q3;How many different kitchen implements do you know how to use?;4.0;p61;what-abilities;ability-list;1;5.2;6.2
vid12;Q3;Did you clean down the work surfaces after making the waffles?;3.0;p64;execution-details;what-actions;1;5.0;4.4
vid12;Q3;All the types of dishes and baked goods it is able to make.;4.0;p68;what-abilities;ability-list;3;5.2;4.2
vid12;Q3;How did you make the batter? Can I have the recipe please. ;3.0;p73;execution-details;how-was-it-done;1;6.4;5.0
vid12;Q3;Do you know how to use a waffle maker?;5.0;p75;mental-state;check-understanding/beliefs;2;4.6;3.0
vid12;Q3;What other food can you make? ;4.0;p78;what-abilities;ability-list;2;5.4;5.6
vid12;Q3;What did you put back in the fridge?;3.0;p79;execution-details;what-objects;1;5.6;4.2
vid12;Q3;Why did you shuffled mechanism in waffle machine before serving waffle?;3.0;p81;why;why-did-you;1;6.2;1.8
vid12;Q3;Are you able to detect smoke in the air if away from kitchen while cooking?;5.0;p88;what-abilities, potential-issues;extra-ability, what-if;1;4.6;3.8
vid12;Q3;how does it prepare;5.0;p90;execution-details;how-was-it-done;7;7.0;7.0
vid12;Q3;Can you help with automation processes?;3.0;p95;what-abilities;extra-ability;2;5.6;5.6
vid12;Q3;what do people often eat with waffles?;2.0;p98;mental-state;check-understanding/beliefs;1;5.0;4.6
vid12;Q4;How long to cook;3.0;p27;time;how-long;3;4.8;4.2
vid12;Q4;Can you prepare breakfast? What is a waffle?;5.0;p33;what-abilities, mental-state;ability-modification, check-understanding/beliefs;4;6.6;5.6
vid12;Q4;Where are the finished waffles?;4.0;p37;environment-state;object-properties;2;6.2;4.6
vid12;Q4;How do you know when the waffle is cooked and ready to be taken out??;4.0;p38;how-did-you-know;goal-achieved;4;6.2;4.8
vid12;Q4;What criteria are you using to know that the waffle is cooked all the way through;3.0;p44;how-did-you-know;goal-achieved;1;5.2;4.4
vid12;Q4;Would you do such a task again in future?;3.0;p49;future-actions;what-next;4;5.6;6.2
vid12;Q4;is it safe;5.0;p90;self/task-assessment;safety;7;7.0;7.0
vid12;Q4;Is there a way to eliminate steps in the process to make it easier? ;4.0;p95;self/task-assessment;difficulty;2;5.6;5.6
vid12;Q4;can you make vegan waffles?;3.0;p98;what-abilities;ability-modification;1;5.0;4.6
vid13;Q1;What kind of tea did you make?;5.0;p22;execution-details;what-objects;1;4.2;4.6
vid13;Q1;Can you handle and clean up potential spills?;3.0;p29;potential-issues, what-abilities;what-if, extra-ability;3;6.6;5.8
vid13;Q1;Did you add any sweetener or anything else? ;4.0;p30;execution-details;what-actions;1;6.8;5.0
vid13;Q1;How many different types of tea can you make?;4.0;p34;what-abilities;ability-list;2;5.8;4.0
vid13;Q1;Are you able to weigh how much tea you put in?;3.0;p36;what-abilities;extra-ability;1;4.6;3.0
vid13;Q1;can you use a different type of kettle to prepare the tea;3.0;p39;what-abilities;ability-modification;4;6.6;4.8
vid13;Q1;What kind of tea is this?;4.0;p42;environment-state;object-properties;1;4.2;2.8
vid13;Q1;How hot is it;4.0;p43;environment-state;object-properties;3;4.6;4.0
vid13;Q1;How does it know how much tea to put in?;4.0;p48;how-did-you-know;goal-properties;1;6.8;5.0
vid13;Q1;What kind of tea did you make?;4.0;p52;execution-details;what-objects;5;6.0;6.2
vid13;Q1;Why did you choose to pick up the items on the floor before cleaning the surface areas?;4.0;p54;why;why-did-you;4;4.6;4.4
vid13;Q1;How long did you wait until pouring the tea as it didn't look like it had stood there long enough.;2.0;p57;time;how-long;1;5.6;3.8
vid13;Q1;How did you decide what order to use the utensils provided, ie pour the tea into the cup before the water?;4.0;p58;how-did-you-decide;action-order;1;5.8;4.6
vid13;Q1;Did the robot made sure the cups were cleaned properly.;5.0;p60;self/task-assessment;did-you-ensure;3;6.6;4.4
vid13;Q1;How does it know much to pour? ;4.0;p65;how-did-you-know;goal-properties;2;4.0;2.2
vid13;Q1;what type of tea did you use;4.0;p67;execution-details;what-objects;2;6.4;5.6
vid13;Q1;What type of tea was used?;4.0;p69;execution-details;what-objects;2;4.4;4.4
vid13;Q1;Did you filter the tea leaves before serving the tea?;5.0;p75;execution-details;what-actions;2;4.6;3.0
vid13;Q1;What if the robot breaks a glass?;2.0;p76;potential-issues;what-if;1;4.8;5.0
vid13;Q1;Did you check what temperature the tea is?;4.0;p84;self/task-assessment;did-you-ensure;2;6.2;6.2
vid13;Q1;What kind of tea was it? ;3.0;p86;execution-details;what-objects;4;5.6;4.2
vid13;Q1;Do you think that tea would taste good?;4.0;p87;environment-state, mental-state;object-properties, opinion/likes;1;5.2;3.2
vid13;Q1;How are you able to tell the correct amount of water to add?;4.0;p92;how-did-you-know;goal-properties;1;5.2;4.2
vid13;Q1;was the water from the kettle at boiling temperature?;4.0;p98;environment-state;object-properties;1;5.0;4.6
vid13;Q1;Did you boil the water?;5.0;p99;execution-details;what-actions;1;5.6;4.8
vid13;Q2;How long did you let the tea steep?;5.0;p22;time;how-long;1;4.2;4.6
vid13;Q2;Can you detect temperature in the tea you are serving?;3.0;p29;what-abilities;extra-ability;3;6.6;5.8
vid13;Q2;What is the amount of tea leaves you used? ;3.0;p30;execution-details;what-quantity;1;6.8;5.0
vid13;Q2;How do you prepare tea?;5.0;p33;execution-details;how-was-it-done;4;6.6;5.6
vid13;Q2;"How do you make an assessment if the ingredients present on the table are all related to preparation of tea; I mean it could be salt and not sugar or so...";5.0;p34;potential-issues;what-if;2;5.8;4.0
vid13;Q2;How are you able to assess the temperature of the water?;3.0;p36;technical-details;how-does-it-work;1;4.6;3.0
vid13;Q2;how do you know how strong I like my tea;3.0;p39;how-did-you-know;goal-properties;4;6.6;4.8
vid13;Q2;How hot is the water/tea?;4.0;p42;environment-state;object-properties;1;4.2;2.8
vid13;Q2;Did you put milk;4.0;p43;execution-details;what-actions;3;4.6;4.0
vid13;Q2;What would it do if it spilt some of the tea?;5.0;p48;potential-issues;what-if;1;6.8;5.0
vid13;Q2;Do you the person you made the tea for enjoyed it?;4.0;p52;mental-state;check-understanding/beliefs;5;6.0;6.2
vid13;Q2;Why did you stop cleaning even though some visible mess remained?;2.0;p54;why;why-not-alternative;4;4.6;4.4
vid13;Q2;Did you give the option to add sugar to the tea?;2.0;p57;execution-details;what-actions;1;5.6;3.8
vid13;Q2;How do you know that the tea has brewed adequately to ensure a good flavour?;5.0;p58;how-did-you-know;goal-achieved;1;5.8;4.6
vid13;Q2;What was the procedure used - what kind of tea, how much of it, what was the temperature of the water.;4.0;p60;execution-details, execution-details, execution-details;what-quantity, what-objects, how-was-it-done;3;6.6;4.4
vid13;Q2;Does it know what is the different items are?;4.0;p65;mental-state;check-understanding/beliefs;2;4.0;2.2
vid13;Q2;what was that you scooped in the tea with the spoon;4.0;p67;execution-details;what-objects;2;6.4;5.6
vid13;Q2;What, if anything, was added to the tea?;5.0;p69;execution-details;what-objects;2;4.4;4.4
vid13;Q2;Did you add sugar to the tea?;5.0;p75;execution-details;what-actions;2;4.6;3.0
vid13;Q2;What else can the robot do as far as beverages?;2.0;p76;what-abilities;ability-list;1;4.8;5.0
vid13;Q2;Could you prepare the tea with some additions ,for example with sugar?;5.0;p84;what-abilities;ability-modification;2;6.2;6.2
vid13;Q2;Are you able to clean the tea cups after I am done? ;3.0;p86;what-abilities;extra-ability;4;5.6;4.2
vid13;Q2;What could you do differently to make sure the tea could taste better?;4.0;p87;self/task-assessment;performance;1;5.2;3.2
vid13;Q2;How can you tell when the tea is ready?;4.0;p92;how-did-you-know;goal-achieved;1;5.2;4.2
vid13;Q2;how long did you leave the tea to brew before pouring?;3.0;p98;time;how-long;1;5.0;4.6
vid13;Q2;Did you use warm milk?;5.0;p99;execution-details;what-actions;1;5.6;4.8
vid13;Q3;Did you make sure to wash the teacups beforehand?;3.0;p22;self/task-assessment;did-you-ensure;1;4.2;4.6
vid13;Q3;How do you discern which container has which item, are you capable of that or are these objects preplaced, and you are simply following a programmed pattern?;4.0;p29;what-abilities, technical-details;extra-ability, how-does-it-work;3;6.6;5.8
vid13;Q3;Were you making tea that is strong or weak? ;3.0;p30;environment-state;object-properties;1;6.8;5.0
vid13;Q3;What do you need to prepare tea?;4.0;p33;future-actions;requirements;4;6.6;5.6
vid13;Q3;Can you also follow special instructions on what ratio of milk to water to tea powder needs to be used if these are furnished to you?;4.0;p34;what-abilities;ability-modification;2;5.8;4.0
vid13;Q3;What do you do when you spill something?;3.0;p36;potential-issues;what-if;1;4.6;3.0
vid13;Q3;What would you do if an expected object was missing;3.0;p39;potential-issues;what-if;4;6.6;4.8
vid13;Q3;What is the make of the coffee;4.0;p43;environment-state;object-properties;3;4.6;4.0
vid13;Q3;How does it determine where to put all the items after using them?;3.0;p48;how-did-you-decide;goal-properties;1;6.8;5.0
vid13;Q3;Where did you learn how to make the tea?;4.0;p52;how-did-you-know;steps-to-take;5;6.0;6.2
vid13;Q3;How do you decide what to do if your planned task conflicts with a human’s current activity?;4.0;p54;potential-issues;what-if;4;4.6;4.4
vid13;Q3;Can you make authentic coffees too?;2.0;p57;what-abilities;extra-ability;1;5.6;3.8
vid13;Q3;How can you ensure that you are using the utensils safely and do not harm others ie by spilling water etc.;2.0;p58;potential-issues;how-to-ensure-correctness;1;5.8;4.6
vid13;Q3;"Was the operation ""clean"" - were there any spills, was the kettle with boiling water stored in a safe position.";4.0;p60;self/task-assessment;correctness;3;6.6;4.4
vid13;Q3;Can it learn / increase its knowledge? Would it pick up on what the person's preferences were?;4.0;p65;what-abilities;ability-to-learn;2;4.0;2.2
vid13;Q3;Are we running low on tea?;3.0;p69;environment-state;availability;2;4.4;4.4
vid13;Q3;Do you know how to use a kettle?;5.0;p75;what-abilities;extra-ability;2;4.6;3.0
vid13;Q3;Can the robot make more drinks?;2.0;p76;what-abilities;extra-ability;1;4.8;5.0
vid13;Q3;Why are you doing the tasks in that order?;4.0;p84;why;why-action-order;2;6.2;6.2
vid13;Q3;Could you use your skills to prepare ingredients and bake a cake?;3.0;p87;what-abilities;extra-ability;1;5.2;3.2
vid13;Q3;Do you have the necessary fine motor skills to enable you to complete such delicate tasks?;3.0;p92;what-abilities;ability-limits;1;5.2;4.2
vid13;Q3;what type of tea are you making?;4.0;p98;execution-details;what-objects;1;5.0;4.6
vid13;Q3;What herbs did you use in the tea?;4.0;p99;execution-details;what-objects;1;5.6;4.8
vid13;Q4;What do you use to pour tea?;5.0;p33;execution-details;how-was-it-done;4;6.6;5.6
vid13;Q4;How much do you cost, initially and maintenance costs?;2.0;p42;technical-details;costs;1;4.2;2.8
vid13;Q4;What else can you make?;4.0;p52;what-abilities;ability-list;5;6.0;6.2
vid13;Q4;How would you be able to tell when a cake is cooked or tea is brewed?;3.0;p87;how-did-you-know;goal-achieved;1;5.2;3.2
vid13;Q4;what are similar drinks to tea?;3.0;p98;mental-state;check-understanding/beliefs;1;5.0;4.6
vid13;Q4;Did you add sugar?;5.0;p99;execution-details;what-actions;1;5.6;4.8
vid14;Q1;Did you make sure the eggs cooked thoroughly?;5.0;p22;self/task-assessment;did-you-ensure;1;4.2;4.6
vid14;Q1;Did you check the expiry dates on the eggs and shrimp?;5.0;p23;self/task-assessment;did-you-ensure;1;6.2;5.4
vid14;Q1;Do you have specific cooking methods?;5.0;p25;execution-details;how-was-it-done;3;7.0;7.0
vid14;Q1;how do you ensure no eggshell is in the egg mix;4.0;p26;potential-issues;how-to-ensure-correctness;2;5.6;4.8
vid14;Q1;Why wasnt the shrimps cooked correctly;4.0;p28;why;why-issues;2;4.4;3.6
vid14;Q1;Where did you learn how to do that?;3.0;p34;how-did-you-know;steps-to-take;2;5.8;4.0
vid14;Q1;How are you able to tell if the shrimp hasn't spoiled?;5.0;p36;how-did-you-know;object-properties;1;4.6;3.0
vid14;Q1;Why did you boil the shrimp separately before adding them to the eggs?;5.0;p38;why;why-did-you;4;6.2;4.8
vid14;Q1;"How did you know when the shrimp was properly cooked?
";3.0;p39;how-did-you-know;goal-achieved;4;6.6;4.8
vid14;Q1;is it thoroughly cooked;5.0;p41;environment-state;object-properties;1;6.4;3.4
vid14;Q1;Do you know when an eggshell has fallen into the egg liquid?;5.0;p45;potential-issues;what-if;5;6.0;6.2
vid14;Q1;How did you make sure that the food was safe to eat? ;5.0;p46;potential-issues;how-to-ensure-correctness;1;4.8;4.4
vid14;Q1;If an incident occurs while preparing the eggs who will be responsible?;5.0;p50;potential-issues;what-if;1;6.6;6.6
vid14;Q1;How do you make sure the shrimp and eggs are cooked to safe temperature and not undercooked?;5.0;p51;potential-issues;how-to-ensure-correctness;1;5.6;6.2
vid14;Q1;Where did you discard the eggshells?;2.0;p53;execution-details;what-location;1;4.2;3.4
vid14;Q1;What would you do if you accidentally got egg shell into the bowl?;5.0;p55;potential-issues;what-if;6;7.0;6.2
vid14;Q1;"How ""clean"" was the job, as in - how often robot disinfected cooking utensils, did the robot clean them properly after finishing and so on.";5.0;p60;self/task-assessment;correctness;3;6.6;4.4
vid14;Q1;How did you learn to crack an egg properly?;3.0;p61;how-did-you-know;steps-to-take;1;5.2;6.2
vid14;Q1;What ingriedients did you use for the shrimp stir fry?;5.0;p67;execution-details;what-objects;2;6.4;5.6
vid14;Q1;What ingredients were used in the stirfry?;4.0;p69;execution-details;what-objects;2;4.4;4.4
vid14;Q1;When you cracked the eggs how were you certain that no shell particles got into the mixture?;4.0;p73;potential-issues;how-to-ensure-correctness;1;6.4;5.0
vid14;Q1;What happens to the boiling water in the pan after cooking?;5.0;p79;future-actions;what-next;1;5.6;4.2
vid14;Q1;Why didn't you cook the shrimps before you cracked the eggs?;4.0;p80;why;why-action-order;3;6.8;5.6
vid14;Q1;Why did you adjust egg in certain way before you crack it?;2.0;p81;why;why-did-you;1;6.2;1.8
vid14;Q1;How did the robot hold the egg without breaking it?;5.0;p94;execution-details;how-was-it-done;5;4.0;4.4
vid14;Q1;do you crack the eggs cleanly, or is there a mess?;4.0;p97;self/task-assessment;correctness;1;5.6;5.0
vid14;Q1;How much seasoning do you add to the meal?;4.0;p100;execution-details;what-quantity;1;5.6;4.0
vid14;Q2;Was the shrimp washed correctly?;5.0;p22;self/task-assessment;correctness;1;4.2;4.6
vid14;Q2;Did you season the eggs and shrimp?;5.0;p23;execution-details;what-actions;1;6.2;5.4
vid14;Q2;What temperature do you cook the eggs on?;5.0;p25;environment-state;object-properties;3;7.0;7.0
vid14;Q2;did you check the smoke alarm was functional before you started cooking?;5.0;p26;self/task-assessment;did-you-ensure;2;5.6;4.8
vid14;Q2;Did you put some seasoning in the dish?;3.0;p28;execution-details;what-actions;2;4.4;3.6
vid14;Q2;Do you follow any food influencers or chefs on social media to learn/update your recipes?;3.0;p34;mental-state, execution-details;opinion/likes, goal-origin;2;5.8;4.0
vid14;Q2;What recipe are you using for the stir fry?;3.0;p36;execution-details;what-goal;1;4.6;3.0
vid14;Q2;What are the signs you look for to determine if the shrimp is cooked properly???;5.0;p38;how-did-you-know;goal-achieved;4;6.2;4.8
vid14;Q2;Why did you cook the shrimp separately before combining them with the eggs?;4.0;p39;why;why-did-you;4;6.6;4.8
vid14;Q2;is it done;5.0;p41;self/task-assessment;success;1;6.4;3.4
vid14;Q2;Did you properly clean the shrimp?;4.0;p46;self/task-assessment;correctness;1;4.8;4.4
vid14;Q2;Does it think of an danger ?;5.0;p50;mental-state;inner-thoughts;1;6.6;6.6
vid14;Q2;Why did you choose to cook the shrimp and eggs in this order? ;5.0;p51;why;why-action-order;1;5.6;6.2
vid14;Q2;What happens if there is a fire?;5.0;p53;potential-issues;what-if;1;4.2;3.4
vid14;Q2;For how long will you cook the food?;5.0;p55;time;how-long;6;7.0;6.2
vid14;Q2;Do I have any food allergies?;5.0;p59;mental-state;check-understanding/beliefs;3;3.2;2.8
vid14;Q2;"How did the robot ""knew"" the food was done - was it just following instructions (""cook eggs for 10 minutes"") or did it measure the internal temperature of the cooked items.";5.0;p60;how-did-you-know;goal-achieved;3;6.6;4.4
vid14;Q2;How can you tell when the eggs are fully cooked?;4.0;p61;how-did-you-know;goal-achieved;1;5.2;6.2
vid14;Q2;Did you use any? seasonings;4.0;p67;execution-details;what-actions;2;6.4;5.6
vid14;Q2;How much of each ingredient was used to make the stirfry?;4.0;p69;execution-details;what-quantity;2;4.4;4.4
vid14;Q2;How did you know how long to keep the shrimp inside the boiling water?;3.0;p73;how-did-you-know;goal-achieved;1;6.4;5.0
vid14;Q2;Where did you put the egg shells, sink or waste disposal?;5.0;p79;execution-details;what-location;1;5.6;4.2
vid14;Q2;Why did you only crack two eggs?;4.0;p80;why;why-not-alternative;3;6.8;5.6
vid14;Q2;Why did you boil shrimp?;3.0;p81;why;why-did-you;1;6.2;1.8
vid14;Q2;How do you know when the egg is cooked enough?;5.0;p94;how-did-you-know;goal-achieved;5;4.0;4.4
vid14;Q2;will there be shell in my omelette?;4.0;p97;self/task-assessment;correctness;1;5.6;5.0
vid14;Q2;Would you serve that to someone with a seafood allergy?;4.0;p100;mental-state;check-understanding/beliefs;1;5.6;4.0
vid14;Q3;What did you do with the cracked eggs?;3.0;p22;execution-details;what-actions;1;4.2;4.6
vid14;Q3;What temperature did you cook the food at?;4.0;p23;execution-details;how-was-it-done;1;6.2;5.4
vid14;Q3;How do you measure the eggs?;5.0;p25;execution-details;how-was-it-done;3;7.0;7.0
vid14;Q3;how many recipes are in your program?;2.0;p26;what-abilities;ability-list;2;5.6;4.8
vid14;Q3;did you wash the dishes after cooking?;2.0;p28;execution-details;what-actions;2;4.4;3.6
vid14;Q3;How would you be able to know if the food you made is tasty or bland or so?;4.0;p34;how-did-you-know;object-properties;2;5.8;4.0
vid14;Q3;What will you do in case of a kitchen fire?;5.0;p36;potential-issues;what-if;1;4.6;3.0
vid14;Q3;Can you adjust the recipe for dietary restrictions, for example, by using only egg whites?;4.0;p38;what-abilities;ability-modification;4;6.2;4.8
vid14;Q3;What precautions do you take to avoid cross-contamination?;5.0;p39;potential-issues;how-to-ensure-correctness;4;6.6;4.8
vid14;Q3;is the food fresh;5.0;p41;environment-state;object-properties;1;6.4;3.4
vid14;Q3;How do you know what ingredients should go into food? ;4.0;p46;how-did-you-know;goal-objects;1;4.8;4.4
vid14;Q3;How long does it take to prepare the eggs ;5.0;p50;time;how-long;1;6.6;6.6
vid14;Q3;What oil or cooking methods are you using  and why ?;5.0;p51;why, execution-details;why-did-you, what-objects;1;5.6;6.2
vid14;Q3;How did you learn to cook?;3.0;p53;how-did-you-know;steps-to-take;1;4.2;3.4
vid14;Q3;What is your goal?;5.0;p55;execution-details;what-goal;6;7.0;6.2
vid14;Q3;It able to cook fully the meal?;4.0;p59;what-abilities;extra-ability;3;3.2;2.8
vid14;Q3;What was the exact recipe the robot followed, mostly in regards to food items the user can be potentially allergic to. ;5.0;p60;execution-details;what-objects;3;6.6;4.4
vid14;Q3;Can you cook without specific instructions, or must you be programmed to prepare each recipe specifically?;4.0;p61;technical-details;how-does-it-work;1;5.2;6.2
vid14;Q3;Do you have a list for the grocery store of items we need?;5.0;p67;future-actions;what-needs-to-be-done;2;6.4;5.6
vid14;Q3;How long will it/did it take to prepare the stirfry?;4.0;p69;time;how-long;2;4.4;4.4
vid14;Q3;What seasonings did you use. I didn't see you use any seasonings is it part of the dish?;3.0;p73;execution-details;what-objects;1;6.4;5.0
vid14;Q3;Who lights the hob to boil the water, do you do it?;5.0;p79;technical-details;who-has-control;1;5.6;4.2
vid14;Q3;How many recipes can you cook?;5.0;p80;what-abilities;ability-list;3;6.8;5.6
vid14;Q3;What did you do with egg shells?;3.0;p81;execution-details;what-actions;1;6.2;1.8
vid14;Q3;How do you know when food is cooked properly?;5.0;p94;how-did-you-know;goal-achieved;5;4.0;4.4
vid14;Q3;how do you know how much to season?;3.0;p97;how-did-you-know;goal-properties;1;5.6;5.0
vid14;Q3;What are your battery levels currently at?;4.0;p100;technical-details;battery-status;1;5.6;4.0
vid14;Q4;How do you ensure that the eggs are cooked well?;5.0;p25;potential-issues;how-to-ensure-correctness;3;7.0;7.0
vid14;Q4;What would you do if you accidentally dropped a piece of eggshell into the bowl?;5.0;p38;potential-issues;what-if;4;6.2;4.8
vid14;Q4;Why did you decide to cook the shrimp and eggs separately? ;5.0;p51;why;why-did-you;1;5.6;6.2
vid14;Q4;How can you cook without a sense of taste or smell?;5.0;p53;technical-details;how-does-it-work;1;4.2;3.4
vid14;Q4;How do I properly store and reheat any left overs?;3.0;p69;environment-state;advice;2;4.4;4.4
vid14;Q4;How did the robot know the right amount of oil to use for frying the egg?;5.0;p94;how-did-you-know;goal-properties;5;4.0;4.4
vid15;Q1;is the chicken cooked properly?;5.0;p21;self/task-assessment;correctness;3;7.0;5.6
vid15;Q1;How did you know which seasoning to use?;4.0;p24;how-did-you-know;goal-objects;1;4.8;4.6
vid15;Q1;How long to cook ;5.0;p27;time;how-long;3;4.8;4.2
vid15;Q1;are you sure the chicken is cooked?;4.0;p28;self/task-assessment;confidence;2;4.4;3.6
vid15;Q1;How long will it be before you're done cooking?;3.0;p30;time;how-long;1;6.8;5.0
vid15;Q1;Do you know how to prepare chicken?;5.0;p33;what-abilities;extra-ability;4;6.6;5.6
vid15;Q1;Did you put any oil in the pan?;4.0;p35;execution-details;what-actions;5;7.0;6.0
vid15;Q1;How did you decide that the task was finished?;5.0;p39;how-did-you-decide;goal-achieved;4;6.6;4.8
vid15;Q1;Won't the heat from the pan burn ?;4.0;p40;mental-state;check-understanding/beliefs;5;6.0;6.0
vid15;Q1;What type of chicken is this?;5.0;p42;environment-state;object-properties;1;4.2;2.8
vid15;Q1;What kind of seasoning did you use on the chicken;2.0;p43;execution-details;what-objects;3;4.6;4.0
vid15;Q1;Did you wish to taste the food you just prepared?;4.0;p49;mental-state;desires;4;5.6;6.2
vid15;Q1;How does the robot knows when the food is ready to be served?;5.0;p50;how-did-you-know;goal-achieved;1;6.6;6.6
vid15;Q1;Why did you choose to adjust the heat ,timer ,position of the chicken pieces during cooking ?;5.0;p51;why;why-did-you;1;5.6;6.2
vid15;Q1;How did you know the chicken was cooked safely?;5.0;p53;how-did-you-know;object-properties;1;4.2;3.4
vid15;Q1;How long did you cook the chicken for?;3.0;p56;time;how-long;1;6.2;3.4
vid15;Q1;How do you know that the chicken was thoroughly cooked through?;5.0;p58;how-did-you-know;object-properties;1;5.8;4.6
vid15;Q1;How do you know when to flip the chicken?;3.0;p61;how-did-you-know;steps-to-take;1;5.2;6.2
vid15;Q1;Did you check the chicken was cooked through (using a culinary thermometer) before serving it?;5.0;p64;self/task-assessment;did-you-ensure;1;5.0;4.4
vid15;Q1;What did you add to the chicken in the pan?;4.0;p66;execution-details;what-objects;2;6.2;3.8
vid15;Q1;Why did you decide to prepare exactly 3 pieces of chicken?;5.0;p70;why;why-not-alternative;5;5.8;3.8
vid15;Q1;How did you know when the chicken was cooked perfectly?;5.0;p74;how-did-you-know;goal-achieved;5;6.8;5.4
vid15;Q1;What happens if you burn yourself or make a mess?;2.0;p76;potential-issues;what-if;1;4.8;5.0
vid15;Q1;How did you decide what sauce to use?;5.0;p80;how-did-you-decide;goal-objects;3;6.8;5.6
vid15;Q1;"How many recipes do you know?
";3.0;p82;what-abilities;ability-list;1;5.6;4.8
vid15;Q1;"how does the robot know if the food is ready
";5.0;p90;how-did-you-know;goal-achieved;7;7.0;7.0
vid15;Q1;Has the robot hand been sanitised before and after touching the raw meat?;5.0;p92;self/task-assessment;safety;1;5.2;4.2
vid15;Q1;Did you spice the chicken?;4.0;p99;execution-details;what-actions;1;5.6;4.8
vid15;Q2;did you spice the chicken properly?;5.0;p21;self/task-assessment;correctness;3;7.0;5.6
vid15;Q2;Did you smell the food?;3.0;p24;what-abilities;extra-ability;1;4.8;4.6
vid15;Q2;What temp to cook on;4.0;p27;environment-state;object-properties;3;4.8;4.2
vid15;Q2;Did you put salt in the chicken?;2.0;p28;execution-details;what-actions;2;4.4;3.6
vid15;Q2;Are you able to check the internal temperature of the chicken as an added task? ;3.0;p30;what-abilities;extra-ability;1;6.8;5.0
vid15;Q2;Do you know what you need to prepare chicken?;5.0;p33;mental-state;check-understanding/beliefs;4;6.6;5.6
vid15;Q2;Is it cooked enough to be safe to eat?;5.0;p35;self/task-assessment;correctness;5;7.0;6.0
vid15;Q2;What made you decide to flip the pieces of chicken;3.0;p39;why;why-did-you;4;6.6;4.8
vid15;Q2;How do you know if the meat is ready?;4.0;p40;how-did-you-know;goal-achieved;5;6.0;6.0
vid15;Q2;What other types of chicken can you make?;5.0;p42;what-abilities;ability-list;1;4.2;2.8
vid15;Q2;How long did it take to prepare this?;3.0;p43;time;how-long;3;4.6;4.0
vid15;Q2;Was the task you did difficult?;4.0;p49;self/task-assessment;difficulty;4;5.6;6.2
vid15;Q2;How long does it take the robot to prepare the food ?;5.0;p50;time;how-long;1;6.6;6.6
vid15;Q2;How do you know that the chicken  is fully  cooked ?;5.0;p51;how-did-you-know;goal-achieved;1;5.6;6.2
vid15;Q2;Where did you get the recipe ?;3.0;p53;execution-details;goal-origin;1;4.2;3.4
vid15;Q2;What did you season the chicken with?;2.0;p56;execution-details;what-objects;1;6.2;3.4
vid15;Q2;How did you measure out the ingredients for the dish?;3.0;p58;execution-details;how-was-it-done;1;5.8;4.6
vid15;Q2;Were ingredients pre-measured, or did you measure them yourself? ;3.0;p61;execution-details;what-actions;1;5.2;6.2
vid15;Q2;Did you season the chicken before frying?;3.0;p64;execution-details;what-actions;1;5.0;4.4
vid15;Q2;How long did you cook the chicken for?;4.0;p66;time;how-long;2;6.2;3.8
vid15;Q2;What recipe did you follow?;4.0;p70;execution-details;what-goal;5;5.8;3.8
vid15;Q2;How did you manage to season the chicken so evenly?;5.0;p74;execution-details;how-was-it-done;5;6.8;5.4
vid15;Q2;What else are you able to cook?;2.0;p76;what-abilities;ability-list;1;4.8;5.0
vid15;Q2;Why did you choose this recipe?;5.0;p80;why;why-did-you;3;6.8;5.6
vid15;Q2;"Can you use knives?
";4.0;p82;what-abilities;extra-ability;1;5.6;4.8
vid15;Q2;does the robot know if food is spoiled;5.0;p90;what-abilities;extra-ability;7;7.0;7.0
vid15;Q2;How have you checked that the chicken is cooked?;5.0;p92;potential-issues;how-to-ensure-correctness;1;5.2;4.2
vid15;Q2;What sauce was that you poured over the chicken?;3.0;p99;execution-details;what-objects;1;5.6;4.8
